project_id,state,district,constituency,MP_name,project_name,project_category,sanctioned_amount,released_amount,expenditure,project_status,sanction_date,start_date,completion_date,implementing_agency,contractor,latitude,longitude,beneficiary_count,_demo_injected_issue
MPLAD-2026-00708,West Bengal,Kolkata,Kolkata Constituency 4,Kavita Joshi,Public Infrastructure Improvement,Public Facilities,4894000.0,4064358.55,3314209.2,Completed,2022-04-08,2022-05-04,2022-09-08,District Rural Development Agency,Reliable Infra Solutions,22.283017,88.781428,5883.0,NORMAL
MPLAD-2026-00449,Maharashtra,Nagpur,Nagpur Constituency 1,Suresh Reddy,Community Infrastructure Development,Community Infrastructure,4452000.0,3489808.6,1855372.19,Completed,2022-07-13,2022-09-12,2023-02-26,State Public Works Department,Unity Infrastructure,17.378961,78.487068,4849.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00454,West Bengal,Murshidabad,Murshidabad Constituency 1,Priya Singh,Installation of Drinking Water Supply System,Drinking Water,4069000.0,3574086.71,1714248.57,Completed,2021-09-01,2021-10-18,2021-12-28,State Public Works Department,Greenfield Contractors,21.960665,88.699714,12462.0,NORMAL
MPLAD-2026-00229,Gujarat,Rajkot,Rajkot Constituency 3,Vijay Kumar,Solar Lighting Installation,Electricity,1340000.0,1019946.67,683231.89,Completed,2022-06-24,2022-08-06,2022-12-12,District Rural Development Agency,National Projects Ltd,22.974336,72.105541,1504.0,NORMAL
MPLAD-2026-00353,Andhra Pradesh,Krishna,Krishna Constituency 3,Rohit Mehta,Construction of Community Toilet,Sanitation,2045000.0,1944938.55,1171940.28,Completed,2023-08-23,2023-09-09,2024-01-31,Zilla Parishad,Saksham Projects,15.799517,80.872704,3439.0,NORMAL
MPLAD-2026-00729,Tamil Nadu,Madurai,Madurai Constituency 3,Kavita Joshi,Construction of Indoor Sports Hall,Sports Infrastructure,741000.0,712306.14,365390.2,Completed,2024-10-04,2024-10-19,2025-04-15,State Water Resources Department,Unity Infrastructure,13.421704,80.442221,13849.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00213,Telangana,Warangal,Warangal Constituency 8,Sunita Das,Construction of Additional Classrooms,Education,4573000.0,4377911.45,2695808.19,Completed,2021-03-29,2021-06-11,2021-08-22,District Administration,Vardhan Construction,17.675419,79.102584,13562.0,NORMAL
MPLAD-2026-00080,Odisha,Puri,Puri Constituency 8,Deepak Gupta,Water Conservation Structure,Irrigation,946000.0,875470.83,767259.46,Completed,2024-08-26,2024-11-19,2025-03-14,Zilla Parishad,Unity Infrastructure,19.760013,86.119949,6879.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00149,Andhra Pradesh,Krishna,Krishna Constituency 5,Priya Singh,Village Irrigation Infrastructure,Irrigation,3099000.0,2922773.98,2511221.81,Delayed,2022-05-01,2022-06-23,2022-09-27,Zilla Parishad,Saksham Projects,16.90482,80.738285,6875.0,NORMAL
MPLAD-2026-00303,Tamil Nadu,Salem,Salem Constituency 3,Rajesh Sharma,Construction of Community Health Facility,Healthcare,4037000.0,3836011.63,2903909.46,Completed,2024-11-02,2024-11-23,2025-03-04,State Public Works Department,Unity Infrastructure,13.268746,81.115258,13278.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00629,Rajasthan,Udaipur,Udaipur Constituency 4,Ramesh Naidu,Construction of Sports Ground,Sports Infrastructure,3233000.0,3204426.25,267697.21,Ongoing,2025-04-14,2025-07-05,2025-10-30,Municipal Corporation,Unity Infrastructure,27.665058,75.975859,8516.0,UNDER_UTILIZATION
MPLAD-2026-00778,Andhra Pradesh,Krishna,Krishna Constituency 3,Kavita Joshi,Electricity Infrastructure Improvement,Electricity,3530000.0,2881614.94,1514912.67,Completed,2022-01-19,2022-04-07,2022-08-17,District Rural Development Agency,Greenfield Contractors,16.398084,80.765314,8559.0,NORMAL
MPLAD-2026-00507,West Bengal,Murshidabad,Murshidabad Constituency 1,Rajesh Sharma,School Building Improvement,Education,3825000.0,3294535.56,2281543.03,Completed,2021-02-10,2021-04-23,2021-11-18,District Administration,Sunrise Engineering,23.506467,88.053765,934.0,NORMAL
MPLAD-2026-00343,Karnataka,Dharwad,Dharwad Constituency 6,Manoj Yadav,Renovation of Government School,Education,4701000.0,4586395.46,3325323.24,Completed,2022-10-27,2022-12-28,2023-06-11,Urban Local Body,Unity Infrastructure,12.421642,77.915449,10068.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00486,Telangana,Nalgonda,Nalgonda Constituency 3,Kavita Joshi,Installation of Drinking Water Supply System,Drinking Water,3734000.0,3206720.68,2918098.26,Completed,2023-07-19,2023-10-05,2024-01-03,Zilla Parishad,Apex Civil Works,17.442647,78.180227,14221.0,NORMAL
MPLAD-2026-00712,Andhra Pradesh,Visakhapatnam,Visakhapatnam Constituency 3,Anil Verma,Road Widening and Improvement,Roads,3478000.0,3002071.28,1749575.21,Completed,2024-02-02,2024-02-27,2024-07-26,District Administration,National Projects Ltd,16.335771,80.222356,8327.0,NORMAL
MPLAD-2026-00134,Maharashtra,Nagpur,Nagpur Constituency 2,Kavita Joshi,Canal Improvement Works,Irrigation,1591000.0,1459676.46,1044428.79,Completed,2024-07-30,2024-09-12,2024-11-24,State Water Resources Department,Unity Infrastructure,19.810585,72.234136,1747.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00704,Gujarat,Ahmedabad,Ahmedabad Constituency 6,Manoj Yadav,Construction of CC Road,Roads,2615000.0,2503764.58,1646323.95,Completed,2022-09-09,2022-10-29,2023-03-19,District Rural Development Agency,Krishna Builders,22.382685,73.247,9216.0,NORMAL
MPLAD-2026-00312,West Bengal,Kolkata,Kolkata Constituency 1,Rohit Mehta,Construction of Citizen Service Centre,Public Facilities,3293000.0,2875069.22,2710272.16,Completed,2024-03-22,2024-05-11,2024-11-12,Rural Development Department,Metro Civil Contractors,23.419511,88.969339,6618.0,NORMAL
MPLAD-2026-00723,Telangana,Hyderabad,Hyderabad Constituency 8,Naveen Singh,Renovation of Government School,Education,3564000.0,3139158.88,1867457.01,Completed,2024-02-18,2024-03-24,2024-08-08,Rural Development Department,Bharat Construction Co,17.56486,78.193589,355.0,NORMAL
MPLAD-2026-00630,Uttar Pradesh,Lucknow,Lucknow Constituency 7,Arun Rao,Electricity Infrastructure Improvement,Electricity,8748862.49,8170259.6,7557658.72,Completed,2022-05-27,2022-08-19,2022-11-17,Rural Development Department,Prime Development Works,26.529445,80.921104,4437.0,EXTREME_COST
MPLAD-2026-00001,Telangana,Hyderabad,Hyderabad Constituency 5,Priya Singh,Renovation of Health Sub Centre,Healthcare,3814000.0,3505732.96,3141451.49,Completed,2021-06-28,2021-09-26,,Zilla Parishad,Bharat Construction Co,17.608521,78.424481,3911.0,DATA_QUALITY
MPLAD-2026-00317,West Bengal,Darjeeling,Darjeeling Constituency 5,Deepak Gupta,Construction of Minor Irrigation Facility,Irrigation,2293000.0,2115603.88,1015528.34,Completed,2022-06-05,2022-08-19,2023-03-28,Urban Local Body,Reliable Infra Solutions,22.501496,88.171804,4356.0,NORMAL
MPLAD-2026-00707,Andhra Pradesh,Nellore,Nellore Constituency 2,Anil Verma,Community Infrastructure Development,Community Infrastructure,1715000.0,1359282.69,705306.86,Completed,2023-08-02,2023-09-01,2023-12-02,District Administration,National Projects Ltd,16.705149,81.574251,10535.0,NORMAL
MPLAD-2026-00548,Andhra Pradesh,Nellore,Nellore Constituency 4,Rajesh Sharma,Water Conservation Structure,Irrigation,3938000.0,3569155.85,2639273.81,Completed,2021-06-25,2021-07-17,2021-09-23,District Rural Development Agency,Dakshin Projects,16.829688,80.563678,12922.0,NORMAL
MPLAD-2026-00873,Gujarat,Vadodara,Vadodara Constituency 8,Anil Verma,Construction of Sports Ground,Sports Infrastructure,4752000.0,3583180.81,2293287.91,Completed,2023-05-11,2023-07-16,2023-10-09,District Rural Development Agency,Sunrise Engineering,22.605191,72.678666,7213.0,NORMAL
MPLAD-2026-00533,Telangana,Warangal,Warangal Constituency 5,Suresh Reddy,Construction of School Laboratory,Education,3957000.0,3120319.43,2889672.79,Completed,2024-10-21,2024-11-26,2025-02-09,Municipal Corporation,Unity Infrastructure,17.221902,77.982849,545.0,NORMAL
MPLAD-2026-00478,Uttar Pradesh,Agra,Agra Constituency 7,Sunita Das,Construction of Community Health Facility,Healthcare,1481000.0,1150297.89,640778.41,Completed,2022-07-17,2022-09-26,2023-03-09,State Public Works Department,Unity Infrastructure,26.809732,81.448983,8134.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00405,Maharashtra,Nashik,Nashik Constituency 5,Anil Verma,Pipeline Extension for Drinking Water,Drinking Water,3445000.0,2920631.18,2443328.51,Completed,2025-03-15,2025-04-29,2025-12-17,Urban Local Body,Apex Civil Works,19.64109,72.475127,11203.0,NORMAL
MPLAD-2026-00173,Andhra Pradesh,Nellore,Nellore Constituency 2,Rajesh Sharma,Healthcare Facility Improvement,Healthcare,1249000.0,1128058.67,825299.17,Delayed,2024-08-14,2024-10-19,2025-03-12,District Rural Development Agency,Krishna Builders,16.288033,80.704422,272.0,NORMAL
MPLAD-2026-00126,Odisha,Khordha,Khordha Constituency 3,Rajesh Sharma,Solar Lighting Installation,Electricity,4077000.0,3403362.69,4981772.15,Completed,2025-03-27,2025-04-29,2025-08-17,State Public Works Department,Krishna Builders,19.728702,86.237538,842.0,EXPENDITURE_OVER_SANCTION
MPLAD-2026-00395,Uttar Pradesh,Varanasi,Varanasi Constituency 7,Meena Patel,Electricity Infrastructure Improvement,Electricity,3481000.0,3024006.85,1645402.71,Completed,2023-02-27,2023-04-29,2023-10-12,Municipal Corporation,Eastern Infrastructure,26.815125,80.198768,2300.0,NORMAL
MPLAD-2026-00421,Tamil Nadu,Coimbatore,Coimbatore Constituency 1,Kavita Joshi,Renovation of Government School,Education,3254000.0,2512105.24,2168554.25,Completed,2022-09-09,2022-11-07,2023-04-23,Zilla Parishad,Apex Civil Works,13.060441,80.574369,2025.0,NORMAL
MPLAD-2026-00553,Odisha,Cuttack,Cuttack Constituency 1,Priya Singh,Construction of Sports Ground,Sports Infrastructure,2399000.0,1916445.43,1054401.35,Completed,2022-02-17,2022-03-12,2022-08-06,State Water Resources Department,Prime Development Works,20.794782,85.356542,9926.0,NORMAL
MPLAD-2026-00904,Uttar Pradesh,Agra,Agra Constituency 4,Vijay Kumar,Construction of Indoor Sports Hall,Sports Infrastructure,847000.0,782034.9,477691.38,Completed,2024-12-09,2025-01-24,2025-08-09,State Water Resources Department,Unity Infrastructure,26.966907,81.175126,8871.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00091,Uttar Pradesh,Agra,Agra Constituency 3,Priya Singh,Construction of Overhead Water Tank,Drinking Water,1652000.0,1310655.1,689974.58,Delayed,2025-04-04,2025-04-28,2025-08-11,State Water Resources Department,Greenfield Contractors,27.12825,80.560479,7701.0,NORMAL
MPLAD-2026-00940,Karnataka,Bengaluru Urban,Bengaluru Urban Constituency 6,Naveen Singh,Renovation of Public Building,Public Facilities,2513000.0,1897224.95,172471.26,Ongoing,2024-10-07,2025-01-02,2025-05-30,Urban Local Body,Bharat Construction Co,12.214053,77.231958,1228.0,UNDER_UTILIZATION
MPLAD-2026-00182,West Bengal,Murshidabad,Murshidabad Constituency 8,Arun Rao,Construction of Additional Classrooms,Education,3044000.0,2888665.36,1618417.38,Completed,2021-03-08,2021-04-27,2021-08-22,State Water Resources Department,National Projects Ltd,22.523658,88.54467,9367.0,NORMAL
MPLAD-2026-00275,Odisha,Puri,Puri Constituency 2,Sunita Das,Village Community Centre,Community Infrastructure,4806000.0,4230008.45,6595197.5,Completed,2021-11-23,2022-01-30,2022-08-17,Urban Local Body,Bharat Construction Co,20.463116,85.552707,3724.0,EXPENDITURE_OVER_SANCTION
MPLAD-2026-00896,Andhra Pradesh,Krishna,Krishna Constituency 3,Amit Kumar,Construction of Community Hall,Community Infrastructure,1815000.0,1548260.3,718682.75,Completed,2023-07-25,2023-09-10,2024-02-08,Urban Local Body,Unity Infrastructure,15.656172,80.651762,4174.0,NORMAL
MPLAD-2026-00070,Tamil Nadu,Coimbatore,Coimbatore Constituency 6,Deepak Gupta,Construction of Indoor Sports Hall,Sports Infrastructure,4237000.0,3449945.56,2975042.98,Completed,2023-09-14,2023-11-05,2024-03-30,District Rural Development Agency,Unity Infrastructure,13.448783,79.716811,2406.0,CONTRACTOR_CONCENTRATION
MPLAD-2026-00292,Uttar Pradesh,Lucknow,Lucknow Constituency 5,Rohit Mehta,Village Sanitation Infrastructure,Sanitation,2195000.0,1853962.04,1379050.03,Completed,2021-06-09,2021-08-29,2021-12-31,Zilla Parishad,Dakshin Projects,17.386318,78.488575,8560.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00132,Maharashtra,Nagpur,Nagpur Constituency 5,Sunita Das,Village Sanitation Infrastructure,Sanitation,3606000.0,3145336.28,2169972.88,Completed,2024-02-22,2024-04-12,2024-08-23,District Administration,Greenfield Contractors,17.61743,72.416726,14776.0,NORMAL
MPLAD-2026-00301,Tamil Nadu,Madurai,Madurai Constituency 7,Vijay Kumar,Construction of Overhead Water Tank,Drinking Water,2417000.0,2166459.93,1257958.09,Completed,2024-01-03,2024-03-12,2024-10-02,District Administration,Sunrise Engineering,13.423345,79.855726,12469.0,NORMAL
MPLAD-2026-00425,Tamil Nadu,Salem,Salem Constituency 4,Meena Patel,Construction of Primary Health Centre,Healthcare,2619000.0,2281415.95,2042424.9,Completed,2021-10-24,2021-12-05,2022-07-09,Urban Local Body,Krishna Builders,12.795717,80.031751,2334.0,NORMAL
MPLAD-2026-00327,Odisha,Puri,Puri Constituency 5,Manoj Yadav,Construction of Indoor Sports Hall,Sports Infrastructure,2358000.0,2271627.65,1229413.04,Completed,2022-08-17,2022-09-15,2023-04-26,Rural Development Department,Prime Development Works,20.1751,85.326563,11576.0,NORMAL
MPLAD-2026-00145,Maharashtra,Aurangabad,Aurangabad Constituency 3,Sunita Das,Renovation of Government School,Education,2185000.0,2125640.98,1433252.9,Completed,2023-02-13,2023-04-17,2023-07-06,Municipal Corporation,Greenfield Contractors,19.202446,72.597485,10807.0,NORMAL
MPLAD-2026-00424,Andhra Pradesh,Visakhapatnam,Visakhapatnam Constituency 2,Rajesh Sharma,Construction of Community Health Facility,Healthcare,3167000.0,2633338.58,1446692.22,Completed,2024-10-18,2024-12-13,2025-04-10,Zilla Parishad,Unity Infrastructure,16.630126,81.704885,1706.0,NORMAL
MPLAD-2026-00581,Rajasthan,Kota,Kota Constituency 2,Priya Singh,Construction of Primary Health Centre,Healthcare,2105000.0,1670118.34,1087363.52,Completed,2022-10-10,2022-10-26,INVALID_DATE,District Rural Development Agency,Apex Civil Works,25.787667,76.818224,10880.0,INVALID_DATE
MPLAD-2026-00136,Rajasthan,Jodhpur,Jodhpur Constituency 1,Rohit Mehta,Village Electrification Works,Electricity,1338000.0,1254041.57,1111263.1,Completed,2022-08-16,2022-09-04,2022-11-05,District Rural Development Agency,Vardhan Construction,27.560973,75.141162,5589.0,NORMAL
MPLAD-2026-00451,Gujarat,Vadodara,Vadodara Constituency 3,Amit Kumar,Construction of School Laboratory,Education,2179000.0,1898398.74,1177304.4,Completed,2021-11-30,2021-12-28,2022-04-22,Zilla Parishad,Apex Civil Works,17.386931,78.489172,13127.0,GEOGRAPHIC_CLUSTER
MPLAD-2026-00165,Karnataka,Dharwad,Dharwad Constituency 2,Sunita Das,Village Irrigation Infrastructure,Irrigation,4091000.0,3797581.75,1864684.81,Completed,2021-11-12,2022-01-14,2022-08-24,Urban Local Body,Krishna Builders,13.252454,77.877355,6009.0,NORMAL
MPLAD-2026-00029,Uttar Pradesh,Lucknow,Lucknow Constituency 5,Deepak Gupta,Drainage Improvement Works,Sanitation,1968000.0,1819026.54,1322807.45,Delayed,2022-01-28,2022-04-06,2022-11-22,Municipal Corporation,Greenfield Contractors,26.469052,80.807054,10184.0,NORMAL
MPLAD-2026-00774,Odisha,Khordha,Khordha Constituency 4,Manoj Yadav,Village Sanitation Infrastructure,Sanitation,4489490.22,3658184.2,3186881.24,Delayed,2021-12-12,2021-12-30,2022-07-31,Zilla Parishad,Dakshin Projects,19.846827,85.960306,209.0,EXTREME_COST
MPLAD-2026-00194,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Constituency 3,Naveen Singh,Village Electrification Works,Electricity,4370000.0,3372206.68,1686887.57,Completed,2025-03-22,2025-04-21,2025-11-17,District Administration,Unity Infrastructure,27.00049,81.790477,5252.0,NORMAL
MPLAD-2026-00389,Telangana,Nalgonda,Nalgonda Constituency 8,Arun Rao,Construction of School Laboratory,Education,3956000.0,3564791.39,1831222.65,Delayed,2021-07-30,2021-10-04,2023-05-14,District Rural Development Agency,Greenfield Contractors,17.057788,78.375317,13083.0,MAJOR_DELAY
MPLAD-2026-00853,Telangana,Warangal,Warangal Constituency 8,Rajesh Sharma,Construction of Public Facility,Public Facilities,2642000.0,2047468.04,1524724.75,Completed,2024-05-10,2024-07-26,2024-12-09,District Administration,Vardhan Construction,17.569418,78.378134,14208.0,NORMAL
MPLAD-2026-00170,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar Constituency 8,Vijay Kumar,Renovation of Government School,Education,4859000.0,3998286.64,539839.09,Ongoing,2023-10-03,2023-12-30,2024-04-30,District Administration,Unity Infrastructure,27.032519,80.692524,6080.0,UNDER_UTILIZATION
MPLAD-2026-00706,Telangana,Nalgonda,Nalgonda Constituency 7,Priya Singh,Construction of Additional Classrooms,Education,1360000.0,1326774.0,841758.19,Delayed,2024-01-06,2024-01-21,2024-09-13,State Public Works Department,Sunrise Engineering,17.982687,78.737004,1915.0,NORMAL
MPLAD-2026-00141,Odisha,Puri,Puri Constituency 7,Ramesh Naidu,Sports Infrastructure Improvement,Sports Infrastructure,3908000.0,3714549.11,3204919.49,Completed,2025-04-10,2025-05-26,2026-01-15,District Rural Development Agency,Eastern Infrastructure,20.347183,86.122459,8709.0,NORMAL
MPLAD-2026-00174,Telangana,Nalgonda,Nalgonda Constituency 4,Deepak Gupta,Development of Community Sports Facility,Sports Infrastructure,2506000.0,2124545.56,1776483.63,Completed,2024-04-20,2024-07-08,2024-10-14,State Water Resources Department,Shree Infrastructure Pvt Ltd,16.733362,77.853341,1812.0,NORMAL
MPLAD-2026-00007,Maharashtra,Nagpur,Nagpur Constituency 4,Ramesh Naidu,Construction of Indoor Sports Hall,Sports Infrastructure,3862000.0,3310152.86,2455360.38,Completed,2023-01-12,2023-02-24,2023-05-30,State Public Works Department,Bharat Construction Co,19.184883,72.016724,14208.0,NORMAL
MPLAD-2026-00746,Gujarat,Rajkot,Rajkot Constituency 3,Anil Verma,Construction of CC Road,Roads,660000.0,578754.7,448632.4,Completed,2023-06-03,2023-08-18,2024-01-02,Zilla Parishad,Dakshin Projects,22.774164,73.72259,451.0,NORMAL
MPLAD-2026-00479,Gujarat,Vadodara,Vadodara Constituency 2,Vijay Kumar,Sports Infrastructure Improvement,Sports Infrastructure,2637000.0,2140154.06,1260265.85,Completed,2025-05-26,2025-06-28,2025-11-27,Rural Development Department,Unity Infrastructure,23.176726,72.776939,445.0,NORMAL
MPLAD-2026-00074,Rajasthan,Jaipur,Jaipur Constituency 8,Kavita Joshi,Solar Lighting Installation,Electricity,647000.0,545183.22,366194.96,Delayed,2022-04-29,2022-06-29,2022-09-22,Urban Local Body,Unity Infrastructure,26.355772,75.193095,1092.0,NORMAL
MPLAD-2026-00911,West Bengal,Kolkata,Kolkata Constituency 5,Amit Kumar,Construction of Minor Irrigation Facility,Irrigation,13985545.11,11431995.07,11508089.97,Completed,2021-12-12,2021-12-27,2022-07-10,District Administration,Unity Infrastructure,22.513534,88.398483,5117.0,EXTREME_COST
MPLAD-2026-00814,Rajasthan,Jaipur,Jaipur Constituency 6,Ramesh Naidu,Pipeline Extension for Drinking Water,Drinking Water,4412000.0,3317711.83,2192025.08,Delayed,2022-11-17,2023-01-14,2023-08-27,Urban Local Body,National Projects Ltd,26.711105,76.363757,5118.0,NORMAL
MPLAD-2026-00239,Gujarat,Vadodara,Vadodara Constituency 6,Suresh Reddy,Construction of Community Toilet,Sanitation,1783000.0,1509561.65,802262.13,Completed,2024-03-17,2024-04-28,2024-08-22,Zilla Parishad,Greenfield Contractors,23.281951,72.711463,4508.0,NORMAL
MPLAD-2026-00146,Uttar Pradesh,Lucknow,Lucknow Constituency 3,Deepak Gupta,Electricity Infrastructure Improvement,Electricity,3775000.0,3041413.89,1373918.11,Completed,2021-02-16,2021-04-10,2021-10-05,District Administration,Unity Infrastructure,26.753045,80.72435,,CONTRACTOR_CONCENTRATION
